date,geo_id,retail_channel,sales_units,sales_revenue,n_transactions,n_new_customers,promo_type
2023-01-01,DMA_054,Store,1531.251554222135,22968.773313332025,,,Positioning
2023-01-01,DMA_055,Store,4926.707853616208,73900.61780424311,,,None
2023-01-01,DMA_056,Store,1033.9471044839759,15509.206567259638,,,None
2023-01-01,DMA_057,Store,4079.817485070896,61197.26227606344,,,None
2023-01-01,DMA_058,Store,961.479050665097,14422.185759976455,,,None
2023-01-01,DMA_059,Store,1829.860695789512,27447.910436842678,,,None
2023-01-01,DMA_060,Store,1884.2676877293998,28264.015315940997,,,None
2023-01-01,DMA_061,Store,1399.0358103625847,20985.53715543877,,,None
2023-01-01,DMA_062,Store,152.50510215204352,2287.576532280653,,,None
2023-01-01,DMA_063,Store,707.7080095522285,10615.620143283428,,,None
2023-01-01,DMA_064,Store,583.7982843014245,8756.974264521366,,,Positioning
2023-01-01,DMA_065,Store,431.7836270152352,6476.754405228528,,,None
2023-01-01,DMA_066,Store,3469.8493559039134,52047.7403385587,,,None
2023-01-01,DMA_067,Store,2339.0184891493277,35085.27733723992,,,None
2023-01-01,DMA_068,Store,1571.7741246216424,23576.611869324635,,,None
2023-01-01,DMA_069,Store,195.11294565874485,2926.6941848811725,,,None
2023-01-01,DMA_070,Store,401.5102962186309,6022.6544432794635,,,None
2023-01-01,DMA_071,Store,586.9917374197263,8804.876061295894,,,None
2023-01-01,DMA_072,Store,2182.3815100380225,32735.722650570337,,,None
2023-01-01,DMA_073,Store,1669.3136324181344,25039.704486272014,,,None
2023-01-01,DMA_074,Store,1133.2640342489622,16998.960513734433,,,None
2023-01-01,DMA_075,Store,2817.261527630386,42258.92291445579,,,None
2023-01-01,DMA_076,Store,412.46646410476495,6186.9969615714745,,,None
2023-01-01,DMA_077,Store,1324.8434032019784,19872.651048029675,,,None
2023-01-01,DMA_078,Store,702.2968521308984,10534.452781963477,,,None
2023-01-01,DMA_079,Store,1943.5263220628717,29152.894830943074,,,Display
2023-01-01,DMA_080,Store,3079.5938526918712,46193.90779037807,,,None
2023-01-01,DMA_081,Store,847.1396398250271,12707.094597375406,,,None
2023-01-01,DMA_082,Store,1488.4120336876324,22326.180505314485,,,None
2023-01-01,DMA_083,Store,710.858508958662,10662.87763437993,,,None
2023-01-01,DMA_084,Store,3083.5351925351024,46253.02788802654,,,None
2023-01-01,DMA_085,Store,1231.6778919517783,18475.168379276674,,,None
2023-01-01,DMA_086,Store,508.89114116082527,7633.367117412379,,,Positioning
2023-01-01,DMA_087,Store,2252.7248780031773,33790.87317004766,,,None
2023-01-01,DMA_088,Store,2699.79221092602,40496.8831638903,,,None
2023-01-01,DMA_089,Store,1318.6610467129378,19779.915700694066,,,Visibility
2023-01-01,DMA_090,Store,2464.563379628946,36968.45069443419,,,None
2023-01-01,DMA_091,Store,3247.2694930311854,48709.04239546778,,,None
2023-01-01,DMA_092,Store,2427.8532557653925,36417.798836480884,,,None
2023-01-01,DMA_093,Store,1145.6377161374735,17184.565742062103,,,Display
2023-01-01,DMA_094,Store,2453.625402267213,36804.38103400819,,,Positioning
2023-01-01,DMA_095,Store,625.4631990634851,9381.947985952278,,,Positioning
2023-01-01,DMA_096,Store,350.57279261642634,5258.591889246395,,,None
2023-01-01,DMA_097,Store,282.24757550811785,4233.713632621768,,,None
2023-01-01,DMA_098,Store,2030.3173078125235,30454.759617187854,,,None
2023-01-01,DMA_099,Store,2057.980244661043,30869.703669915645,,,None
2023-01-01,DMA_100,Store,1126.22757495596,16893.413624339402,,,Visibility
2023-01-01,DMA_101,Store,3072.5195933087375,46087.79389963106,,,None
2023-01-01,DMA_102,Store,1611.7658238568022,24176.48735785203,,,Visibility
2023-01-01,DMA_103,Store,4164.602141253628,62469.032118804425,,,None
2023-01-01,DMA_104,Store,345.257722829812,5178.86584244718,,,None
2023-01-01,DMA_105,Store,728.9489652577453,10934.23447886618,,,None
2023-01-01,DMA_106,Store,1007.8312850370094,15117.46927555514,,,None
2023-01-01,DMA_107,Store,2530.7265111774723,37960.89766766208,,,None
2023-01-01,DMA_108,Store,1417.8090397681187,21267.13559652178,,,Display
2023-01-01,DMA_109,Store,1457.1579230265065,21857.3688453976,,,None
2023-01-01,DMA_110,Store,1298.6155738319965,19479.233607479946,,,None
2023-01-01,DMA_111,Store,4273.035010294628,64095.52515441942,,,None
2023-01-01,DMA_112,Store,1235.80319553685,18537.04793305275,,,None
2023-01-01,DMA_113,Store,2190.5502975708146,32858.25446356222,,,None
2023-01-01,DMA_114,Store,186.36883190714556,2795.5324786071833,,,Visibility
2023-01-01,DMA_115,Store,2361.150490677759,35417.25736016639,,,Display
2023-01-01,DMA_116,Store,1874.6826495322805,28120.239742984206,,,None
2023-01-01,DMA_117,Store,558.5018066664543,8377.527099996814,,,None
2023-01-01,DMA_118,Store,614.9868362012962,9224.802543019443,,,Visibility
2023-01-01,DMA_119,Store,783.0943069164854,11746.41460374728,,,None
2023-01-01,DMA_120,Store,4280.557499649121,64208.36249473682,,,None
2023-01-01,DMA_121,Store,1284.4556104234618,19266.834156351928,,,None
2023-01-01,DMA_122,Store,1430.5261516178562,21457.89227426784,,,Positioning
2023-01-01,DMA_123,Store,1284.8223308224206,19272.33496233631,,,Positioning
2023-01-01,DMA_124,Store,2268.867275548979,34033.00913323468,,,None
2023-01-01,DMA_125,Store,516.692346006458,7750.38519009687,,,None
2023-01-01,DMA_126,Store,250.53106153367708,3757.965923005156,,,None
2023-01-01,DMA_127,Store,1457.5334125324832,21863.001187987247,,,Visibility
2023-01-01,DMA_128,Store,640.8503870173653,9612.75580526048,,,Visibility
2023-01-01,DMA_129,Store,940.1842694556689,14102.764041835033,,,None
2023-01-01,DMA_130,Store,3455.912931501012,51838.693972515175,,,None
2023-01-01,DMA_131,Store,1868.8714538770573,28033.07180815586,,,None
2023-01-01,DMA_132,Store,2378.313245737778,35674.698686066666,,,None
2023-01-01,DMA_133,Store,4160.040072321272,62400.601084819085,,,None
2023-01-01,DMA_134,Store,856.8345377862189,12852.518066793284,,,Visibility
2023-01-01,DMA_135,Store,736.573592622858,11048.60388934287,,,Display
2023-01-01,DMA_136,Store,1426.1215288784063,21391.822933176092,,,None
2023-01-01,DMA_137,Store,2351.201881152442,35268.028217286635,,,None
2023-01-01,DMA_138,Store,1348.6659063428958,20229.988595143437,,,None
2023-01-01,DMA_139,Store,2127.8008694274854,31917.01304141228,,,None
2023-01-01,DMA_140,Store,1540.911037785689,23113.665566785334,,,None
2023-01-01,DMA_141,Store,1262.5822550300531,18938.733825450796,,,None
2023-01-01,DMA_142,Store,579.3714271386207,8690.571407079311,,,None
2023-01-01,DMA_143,Store,4351.966485640022,65279.49728460034,,,None
2023-01-01,DMA_144,Store,4323.080680093169,64846.21020139753,,,Positioning
2023-01-01,DMA_145,Store,672.2915305026855,10084.372957540283,,,None
2023-01-01,DMA_146,Store,5397.675763413827,80965.13645120739,,,Positioning
2023-01-01,DMA_147,Store,1421.646887162939,21324.703307444084,,,Positioning
2023-01-01,DMA_148,Store,1338.56847904162,20078.5271856243,,,None
2023-01-01,DMA_149,Store,758.2033356266192,11373.050034399288,,,Visibility
2023-01-01,DMA_150,Store,1910.560850929346,28658.412763940192,,,Visibility
2023-01-08,DMA_001,Store,2297.401179546366,34461.01769319549,,,None
2023-01-08,DMA_002,Store,960.1562840865512,14402.344261298267,,,None
2023-01-08,DMA_003,Store,1267.9184625789535,19018.776938684303,,,None
2023-01-08,DMA_004,Store,3677.189946570247,55157.849198553704,,,None
2023-01-08,DMA_005,Store,574.1004622476253,8611.50693371438,,,None
2023-01-08,DMA_006,Store,1548.9218408452539,23233.827612678808,,,None
2023-01-08,DMA_007,Store,3735.918706759509,56038.78060139263,,,None
2023-01-08,DMA_008,Store,1218.956953317912,18284.354299768678,,,Visibility
2023-01-08,DMA_009,Store,939.1152340784066,14086.7285111761,,,None
2023-01-08,DMA_010,Store,881.753542425751,13226.303136386265,,,None
2023-01-08,DMA_011,Store,637.0119142447235,9555.178713670852,,,None
2023-01-08,DMA_012,Store,101.38168571025982,1520.7252856538973,,,None
2023-01-08,DMA_013,Store,3031.37907332705,45470.686099905746,,,None
2023-01-08,DMA_014,Store,4357.10424045629,65356.56360684436,,,None
2023-01-08,DMA_015,Store,895.9288094288478,13438.932141432717,,,None
2023-01-08,DMA_016,Store,305.2380827881696,4578.571241822544,,,Display
2023-01-08,DMA_017,Store,2292.6456012596977,34389.68401889547,,,Positioning
2023-01-08,DMA_018,Store,544.815596239192,8172.23394358788,,,None
2023-01-08,DMA_019,Store,733.9371069811391,11009.056604717087,,,None
2023-01-08,DMA_020,Store,1080.6391076557288,16209.586614835933,,,None
2023-01-08,DMA_021,Store,735.6035938018852,11034.053907028278,,,Display
2023-01-08,DMA_022,Store,829.0782035414805,12436.173053122207,,,None
2023-01-08,DMA_023,Store,258.2490141445278,3873.735212167917,,,Display
2023-01-08,DMA_024,Store,3182.4552885398975,47736.829328098465,,,None
2023-01-08,DMA_025,Store,2569.9823404509284,38549.735106763925,,,Visibility
2023-01-08,DMA_026,Store,1025.4592177177733,15381.8882657666,,,None
2023-01-08,DMA_027,Store,1764.5905337402585,26468.858006103877,,,None
2023-01-08,DMA_028,Store,276.82913063619185,4152.436959542878,,,None
2023-01-08,DMA_029,Store,705.3958943163063,10580.938414744594,,,None
2023-01-08,DMA_030,Store,716.9354547731386,10754.03182159708,,,None
2023-01-08,DMA_031,Store,349.83334443202915,5247.500166480438,,,None
2023-01-08,DMA_032,Store,1399.7754365346202,20996.631548019304,,,None
2023-01-08,DMA_033,Store,4954.973486329051,74324.60229493577,,,None
2023-01-08,DMA_034,Store,772.8181604959187,11592.27240743878,,,Display
2023-01-08,DMA_035,Store,275.0910897314937,4126.366345972406,,,None
2023-01-08,DMA_036,Store,6382.023707662548,95730.35561493822,,,Display
2023-01-08,DMA_037,Store,607.0805227226026,9106.207840839039,,,Visibility
2023-01-08,DMA_038,Store,2371.5657869149827,35573.48680372474,,,None
2023-01-08,DMA_039,Store,2846.121455193643,42691.82182790465,,,None
2023-01-08,DMA_040,Store,105.46110992872491,1581.9166489308736,,,None
2023-01-08,DMA_041,Store,2433.1625420179253,36497.43813026888,,,None
2023-01-08,DMA_042,Store,1424.6336397985508,21369.504596978262,,,None
2023-01-08,DMA_043,Store,3617.79663139382,54266.9494709073,,,None
2023-01-08,DMA_044,Store,506.4697203791567,7597.04580568735,,,None
2023-01-08,DMA_045,Store,1593.1140036251193,23896.71005437679,,,Positioning
2023-01-08,DMA_046,Store,387.7988107659235,5816.982161488852,,,None
2023-01-08,DMA_047,Store,3005.808630169275,45087.12945253913,,,None
2023-01-08,DMA_048,Store,204.97678757456237,3074.6518136184354,,,None
2023-01-08,DMA_049,Store,1465.651052339405,21984.765785091073,,,None
2023-01-08,DMA_050,Store,1158.6768247233574,17380.152370850363,,,None
2023-01-08,DMA_051,Store,1188.7765426080457,17831.648139120687,,,None
2023-01-08,DMA_052,Store,348.55973644008003,5228.3960466012,,,None
2023-01-08,DMA_053,Store,509.85558610726065,7647.833791608909,,,Display
2023-01-08,DMA_054,Store,4041.503957422732,60622.55936134098,,,Visibility
2023-01-08,DMA_055,Store,3059.969323393627,45899.5398509044,,,None
2023-01-08,DMA_056,Store,1376.829934488438,20652.449017326573,,,None
2023-01-08,DMA_057,Store,566.0781306588024,8491.171959882035,,,None
2023-01-08,DMA_058,Store,559.9145181735025,8398.717772602538,,,None
2023-01-08,DMA_059,Store,962.3979820586791,14435.969730880186,,,None
2023-01-08,DMA_060,Store,2715.5543545816436,40733.31531872465,,,Positioning
2023-01-08,DMA_061,Store,1398.0195423464054,20970.29313519608,,,Display
2023-01-08,DMA_062,Store,1046.6691821754325,15700.037732631488,,,None
2023-01-08,DMA_063,Store,1850.4005460423136,27756.008190634704,,,None
2023-01-08,DMA_064,Store,1383.183463062759,20747.751945941385,,,Positioning
2023-01-08,DMA_065,Store,1935.38410541995,29030.761581299248,,,Positioning
2023-01-08,DMA_066,Store,280.5974122902166,4208.961184353249,,,None
2023-01-08,DMA_067,Store,1216.4276667525767,18246.41500128865,,,None
2023-01-08,DMA_068,Store,3867.980466661087,58019.70699991631,,,None
2023-01-08,DMA_069,Store,464.88272886116783,6973.240932917517,,,None
2023-01-08,DMA_070,Store,2383.230132726787,35748.451990901805,,,None
2023-01-08,DMA_071,Store,1179.3063528781172,17689.59529317176,,,Visibility
2023-01-08,DMA_072,Store,1952.4163343526147,29286.24501528922,,,None
2023-01-08,DMA_073,Store,2954.835702294232,44322.53553441348,,,None
2023-01-08,DMA_074,Store,2586.339902196769,38795.09853295153,,,None
2023-01-08,DMA_075,Store,1713.8251711920002,25707.37756788,,,None
2023-01-08,DMA_076,Store,1462.069037125215,21931.035556878225,,,None
2023-01-08,DMA_077,Store,1734.2459247701856,26013.688871552786,,,None
2023-01-08,DMA_078,Store,1054.6624603169328,15819.936904753991,,,None
2023-01-08,DMA_079,Store,4798.011734081499,71970.17601122247,,,None
2023-01-08,DMA_080,Store,1609.0267579209349,24135.401368814022,,,None
2023-01-08,DMA_081,Store,2902.719295158948,43540.789427384225,,,None
2023-01-08,DMA_082,Store,568.475450618365,8527.131759275475,,,None
2023-01-08,DMA_083,Store,2292.523719208969,34387.85578813453,,,None
2023-01-08,DMA_084,Store,1544.559405495248,23168.39108242872,,,None
2023-01-08,DMA_085,Store,1331.3757809919375,19970.636714879063,,,Positioning
2023-01-08,DMA_086,Store,2591.48516816993,38872.27752254895,,,Display
2023-01-08,DMA_087,Store,818.4694061259564,12277.041091889347,,,None
2023-01-08,DMA_088,Store,57.58249058257898,863.7373587386846,,,None
2023-01-08,DMA_089,Store,581.1524371509557,8717.286557264337,,,None
2023-01-08,DMA_090,Store,2186.6857857251816,32800.286785877724,,,None
2023-01-08,DMA_091,Store,1216.7163647199898,18250.745470799848,,,Positioning
2023-01-08,DMA_092,Store,1490.7680243363498,22361.520365045246,,,None
2023-01-08,DMA_093,Store,2240.375281336982,33605.62922005473,,,None
2023-01-08,DMA_094,Store,1461.9884242030753,21929.82636304613,,,None
2023-01-08,DMA_095,Store,1551.4112292064183,23271.168438096276,,,None
2023-01-08,DMA_096,Store,5452.942297621878,81794.13446432818,,,None
2023-01-08,DMA_097,Store,828.6513140196646,12429.76971029497,,,None
2023-01-08,DMA_098,Store,1094.186873638796,16412.80310458194,,,None
2023-01-08,DMA_099,Store,3191.5292073611213,47872.93811041682,,,Visibility
2023-01-08,DMA_100,Store,774.8147194645883,11622.220791968824,,,None
2023-01-08,DMA_101,Store,3426.797315060088,51401.95972590132,,,None
2023-01-08,DMA_102,Store,3919.769719510972,58796.54579266458,,,None
2023-01-08,DMA_103,Store,1853.5429382180464,27803.144073270698,,,None
2023-01-08,DMA_104,Store,2620.1303760711753,39301.95564106763,,,None
2023-01-08,DMA_105,Store,1218.1985133193004,18272.977699789506,,,None
2023-01-08,DMA_106,Store,2350.6454408006675,35259.68161201001,,,None
2023-01-08,DMA_107,Store,1285.0778481247423,19276.167721871134,,,None
2023-01-08,DMA_108,Store,1913.5511456177217,28703.267184265824,,,None
2023-01-08,DMA_109,Store,2660.127281002996,39901.909215044936,,,Display
2023-01-08,DMA_110,Store,2502.845944099345,37542.689161490176,,,None
2023-01-08,DMA_111,Store,3396.8876848847626,50953.31527327144,,,None
2023-01-08,DMA_112,Store,1095.0703023431581,16426.05453514737,,,Visibility
2023-01-08,DMA_113,Store,1397.5040918050559,20962.56137707584,,,None
2023-01-08,DMA_114,Store,1043.942936452095,15659.144046781425,,,None
2023-01-08,DMA_115,Store,1253.3092345995017,18799.638518992524,,,None
2023-01-08,DMA_116,Store,908.3980201421291,13625.970302131936,,,None
2023-01-08,DMA_117,Store,706.7431453444789,10601.147180167183,,,None
2023-01-08,DMA_118,Store,865.6538055263504,12984.807082895257,,,None
2023-01-08,DMA_119,Store,1447.5018783757653,21712.52817563648,,,None
2023-01-08,DMA_120,Store,840.3644480250257,12605.466720375385,,,None
2023-01-08,DMA_121,Store,1377.8727271731755,20668.09090759763,,,None
2023-01-08,DMA_122,Store,734.48015471756,11017.202320763401,,,None
2023-01-08,DMA_123,Store,1093.7962076316612,16406.943114474918,,,None
2023-01-08,DMA_124,Store,1143.756923906979,17156.353858604685,,,Positioning
2023-01-08,DMA_125,Store,399.5313193090064,5992.969789635096,,,None
2023-01-08,DMA_126,Store,2244.0102490450254,33660.15373567538,,,None
2023-01-08,DMA_127,Store,829.5833785187372,12443.750677781058,,,Positioning
2023-01-08,DMA_128,Store,1991.1594538844602,29867.391808266904,,,Positioning
2023-01-08,DMA_129,Store,1156.4113568295963,17346.170352443944,,,None
2023-01-08,DMA_130,Store,2336.503239371284,35047.54859056926,,,None
2023-01-08,DMA_131,Store,1060.4700461470516,15907.050692205774,,,Visibility
2023-01-08,DMA_132,Store,1806.1123810228653,27091.68571534298,,,None
2023-01-08,DMA_133,Store,1222.2022428555515,18333.033642833274,,,Visibility
2023-01-08,DMA_134,Store,1981.299508910948,29719.49263366422,,,None
2023-01-08,DMA_135,Store,3029.1319998184313,45436.97999727647,,,None
2023-01-08,DMA_136,Store,315.2095190741263,4728.142786111895,,,None
2023-01-08,DMA_137,Store,1933.5681753902977,29003.522630854466,,,Visibility
2023-01-08,DMA_138,Store,730.7282051129788,10960.923076694682,,,None
2023-01-08,DMA_139,Store,2483.257131873653,37248.8569781048,,,Visibility
2023-01-08,DMA_140,Store,2342.2912872076927,35134.36930811539,,,None
2023-01-08,DMA_141,Store,2934.9645539808416,44024.468309712625,,,None
2023-01-08,DMA_142,Store,1246.5151000905137,18697.726501357705,,,Display
2023-01-08,DMA_143,Store,430.4271061085067,6456.4065916276,,,None
2023-01-08,DMA_144,Store,1025.6207559837096,15384.311339755644,,,None
2023-01-08,DMA_145,Store,699.122322060315,10486.834830904725,,,None
2023-01-08,DMA_146,Store,2368.10725699645,35521.608854946746,,,Display
2023-01-08,DMA_147,Store,1864.9291939222273,27973.93790883341,,,None
2023-01-08,DMA_148,Store,3953.267113343759,59299.00670015638,,,Display
2023-01-08,DMA_149,Store,1629.5744278748246,24443.61641812237,,,None
2023-01-08,DMA_150,Store,3008.638017255635,45129.57025883452,,,None
2023-01-15,DMA_001,Store,1451.252404378674,21768.786065680113,,,Display
2023-01-15,DMA_002,Store,493.59813272209345,7403.971990831402,,,Positioning
2023-01-15,DMA_003,Store,804.3577257880653,12065.365886820979,,,Display
2023-01-15,DMA_004,Store,1287.158956580755,19307.384348711326,,,None
2023-01-15,DMA_005,Store,1369.8589219656,20547.883829484002,,,Display
2023-01-15,DMA_006,Store,2631.9411368597907,39479.11705289686,,,None
2023-01-15,DMA_007,Store,1145.8190761703625,17187.286142555437,,,None
2023-01-15,DMA_008,Store,265.62714518812845,3984.407177821927,,,None
2023-01-15,DMA_009,Store,4362.492973090656,65437.39459635984,,,None
2023-01-15,DMA_010,Store,2196.31553058443,32944.73295876645,,,None
2023-01-15,DMA_011,Store,1431.7407089494982,21476.110634242472,,,None
2023-01-15,DMA_012,Store,1791.9535072079555,26879.30260811933,,,Visibility
2023-01-15,DMA_013,Store,1519.7651144554757,22796.476716832134,,,None
2023-01-15,DMA_014,Store,568.8990829942607,8533.48624491391,,,Visibility
2023-01-15,DMA_015,Store,1119.731430579575,16795.971458693628,,,None
2023-01-15,DMA_016,Store,355.89654876651815,5338.448231497772,,,Positioning
2023-01-15,DMA_017,Store,2603.4234555500743,39051.351833251116,,,None
2023-01-15,DMA_018,Store,1718.0427442268817,25770.641163403227,,,Visibility
2023-01-15,DMA_019,Store,981.8498544019438,14727.747816029158,,,None
2023-01-15,DMA_020,Store,1989.473521304431,29842.102819566466,,,None
2023-01-15,DMA_021,Store,328.5841383896049,4928.7620758440735,,,Positioning
2023-01-15,DMA_022,Store,3327.5992257090084,49913.98838563512,,,None
2023-01-15,DMA_023,Store,1430.1315428889955,21451.973143334933,,,None
2023-01-15,DMA_024,Store,393.9419544754508,5909.129317131762,,,Visibility
2023-01-15,DMA_025,Store,1963.6172009131244,29454.258013696865,,,None
2023-01-15,DMA_026,Store,839.7595492393649,12596.393238590474,,,None
2023-01-15,DMA_027,Store,61.32981191740032,919.9471787610048,,,None
2023-01-15,DMA_028,Store,1398.8792810418697,20983.189215628045,,,None
2023-01-15,DMA_029,Store,228.6980890944531,3430.4713364167965,,,Positioning
2023-01-15,DMA_030,Store,1312.853607242155,19692.804108632325,,,Visibility
2023-01-15,DMA_031,Store,1370.4339161519858,20556.508742279788,,,Visibility
2023-01-15,DMA_032,Store,1858.2266067685373,27873.39910152806,,,None
2023-01-15,DMA_033,Store,555.659361307035,8334.890419605526,,,None
2023-01-15,DMA_034,Store,1454.9985073058458,21824.977609587688,,,None
2023-01-15,DMA_035,Store,2568.2151335190656,38523.227002785985,,,None
2023-01-15,DMA_036,Store,1806.6544885053265,27099.817327579898,,,None
2023-01-15,DMA_037,Store,2497.653245706849,37464.798685602735,,,None
2023-01-15,DMA_038,Store,1021.212105151674,15318.18157727511,,,None
2023-01-15,DMA_039,Store,2791.6203277081872,41874.30491562281,,,None
2023-01-15,DMA_040,Store,398.3227584422326,5974.841376633489,,,None
2023-01-15,DMA_041,Store,1370.341290718147,20555.119360772205,,,None
2023-01-15,DMA_042,Store,495.1120051095591,7426.680076643386,,,None
2023-01-15,DMA_043,Store,514.8374613245229,7722.561919867843,,,None
2023-01-15,DMA_044,Store,109.40830915889183,1641.1246373833774,,,None
2023-01-15,DMA_045,Store,2629.744741689631,39446.17112534447,,,None
2023-01-15,DMA_046,Store,3401.206090800908,51018.09136201362,,,None
2023-01-15,DMA_047,Store,329.54813828397164,4943.222074259575,,,None
2023-01-15,DMA_048,Store,237.8349881129471,3567.5248216942064,,,None
2023-01-15,DMA_049,Store,2138.227967967887,32073.419519518302,,,None
2023-01-15,DMA_050,Store,1542.5079667259054,23137.61950088858,,,None
2023-01-15,DMA_051,Store,1217.666033585306,18264.99050377959,,,None
2023-01-15,DMA_052,Store,537.1516817270207,8057.27522590531,,,None
2023-01-15,DMA_053,Store,1512.6900301053097,22690.350451579645,,,None
2023-01-15,DMA_054,Store,840.8995716047366,12613.49357407105,,,None
2023-01-15,DMA_055,Store,1596.7393008978036,23951.089513467054,,,Display
2023-01-15,DMA_056,Store,1672.5845348545233,25088.76802281785,,,Display
2023-01-15,DMA_057,Store,610.6990452195812,9160.485678293719,,,None
2023-01-15,DMA_058,Store,1110.0096166549088,16650.144249823632,,,None
2023-01-15,DMA_059,Store,5690.90953006955,85363.64295104325,,,None
2023-01-15,DMA_060,Store,1694.110551658473,25411.658274877096,,,None
2023-01-15,DMA_061,Store,1582.4493016172366,23736.739524258548,,,None
2023-01-15,DMA_062,Store,3355.525416775484,50332.88125163226,,,None
2023-01-15,DMA_063,Store,1496.5059254281218,22447.588881421827,,,None
2023-01-15,DMA_064,Store,635.4123998894798,9531.185998342198,,,Positioning
2023-01-15,DMA_065,Store,361.47204705055384,5422.080705758308,,,None
2023-01-15,DMA_066,Store,1394.9360846699785,20924.041270049678,,,None
2023-01-15,DMA_067,Store,791.5821712421997,11873.732568632995,,,None
2023-01-15,DMA_068,Store,1415.1624297680005,21227.43644652001,,,None
2023-01-15,DMA_069,Store,2453.7389859799323,36806.08478969899,,,None
2023-01-15,DMA_070,Store,2652.678087934919,39790.171319023786,,,Positioning
2023-01-15,DMA_071,Store,656.2228383010643,9843.342574515964,,,None
2023-01-15,DMA_072,Store,2293.0142750651717,34395.214125977574,,,None
2023-01-15,DMA_073,Store,1283.2924488704787,19249.38673305718,,,None
2023-01-15,DMA_074,Store,642.8693172161389,9643.039758242085,,,Visibility
2023-01-15,DMA_075,Store,461.13606703260285,6917.041005489043,,,None
2023-01-15,DMA_076,Store,2102.486391607284,31537.295874109263,,,None
